screen_name,u_fol,u_fav,u_lis,u_sta,u_fri,ver,hash_freq,avg_ret,avg_fav,source,sentiment,partition,trust
skv_india,4,2,4,4,4,False,6,3,3,Twitter for iPhone,5,N2,7
seosmolinks,4,3,4,4,4,False,5,1,6,Twitter for Android,7,N2,7
DSGiri,4,3,4,4,3,False,2,1,5,Twitter Web Client,4,N2,7
krdave,4,4,3,4,4,False,6,1,6,Twitter Web Client,5,N2,7
BawaHS,4,0,4,4,4,False,7,0,4,Hootsuite,4,N2,7
chnvaasi,4,4,3,4,3,False,3,2,5,Twitter for Android,4,N2,7
ajayendar,4,4,4,4,3,False,2,4,6,Twitter Web Client,5,N2,7
kuriharan,4,3,4,4,4,False,6,0,4,TweetDeck,6,N2,7
Kavita_M57,4,4,4,4,3,False,9,3,0,Twitter for Android,4,N2,7
WriterRowan,4,1,4,4,4,False,3,0,3,Pluggio,4,N2,7
krishnasdwar,4,4,3,4,4,False,4,2,0,Twitter for Android,4,N2,7
iambhutia,4,3,4,4,4,False,5,3,5,Twitter for iPhone,6,N2,7
yumjaoleima,4,4,4,4,3,False,0,2,4,Twitter for iPhone,5,N2,7
MeenaDasNarayan,4,2,4,4,4,False,1,1,6,Twitter Web Client,4,N2,7
iampatelji,4,4,3,4,4,False,9,1,6,Twitter for Android,5,N2,7
CyberExaminer,4,0,4,4,4,False,7,0,4,dlvr.it,4,N2,7
antoniomanager,4,4,4,4,4,False,0,0,5,Twitter for iPad,7,N2,7
Michionary,4,4,4,4,3,False,3,1,5,Twitter for Android,6,N2,7
Amnaa_tariq,4,3,4,4,4,False,2,3,4,Twitter for iPhone,5,N2,7
pawandbg,4,3,4,4,3,False,5,2,6,Twitter for Android,4,N2,7
yespunjab,4,1,4,4,4,False,7,0,5,Hootsuite,4,N2,7
PainoliD,4,4,3,4,4,False,6,2,6,Twitter for Android,4,N2,7
soodabhinav08,4,4,4,4,4,False,4,1,3,TweetDeck,6,N2,7
AAkshatt,4,3,4,4,4,False,3,3,3,Twitter for iPhone,5,N2,7
theashok1949,4,2,4,4,4,False,5,3,0,Twitter Web Client,4,N2,7
AdvancedMaushi,4,4,4,4,2,False,0,1,6,Twitter Web Client,4,N2,7
BalmerBlack,4,0,4,4,4,False,0,0,0,dlvr.it,4,N2,7
amz360,4,4,4,4,3,False,7,2,5,Twitter for Android,5,N2,7
manonive,4,4,3,4,4,False,4,1,5,Twitter for Android,4,N2,7
rons1212,4,3,4,4,4,False,4,1,4,Twitter for iPhone,5,N2,7
Navrang,4,2,4,4,4,False,6,3,6,Twitter for Android,6,N2,7
London_society,4,0,4,4,4,False,3,0,4,Hootsuite,4,N2,7
keshda,4,4,4,4,3,False,6,2,3,Twitter for Android,4,N2,7
aden_76,4,4,4,4,4,False,7,2,5,TweetDeck,6,N2,7
Khandelw13Sagar,4,3,4,4,4,False,9,1,3,Twitter Web Client,5,N2,7
3wombats,4,4,4,4,4,False,2,3,0,Twitter for iPad,5,N2,7
iamYSfromTS,4,4,4,4,2,False,5,0,6,Twitter Web Client,4,N2,7
wordlink,4,2,4,4,4,False,0,0,0,WordLink,4,N2,7
bharat_builder,4,4,4,4,3,False,8,3,5,Twitter for Android,4,N2,7
sameeullah_dr,4,4,3,4,4,False,7,1,5,Twitter for Android,4,N2,7
India_Blogger,4,3,4,4,4,False,3,0,5,dlvr.it,5,N2,7
HemanNamo,4,4,4,4,2,False,0,1,6,Twitter for iPhone,4,N2,7
gold_tracker,4,2,4,4,4,False,3,0,4,Hootsuite,4,N2,7
ParasKGhelani,4,4,4,4,4,False,4,2,6,Twitter for Android,3,N2,7
upenk91,4,4,4,4,4,False,6,1,0,Fenix for Android,6,N2,7
HasnaZarooriHai,4,3,4,4,4,False,9,1,6,Twitter Web Client,5,N2,7
revolution_fr,4,4,4,4,4,False,2,2,0,Mobile Web (M5),5,N2,7
ehsminer,4,4,4,4,3,False,4,0,4,Twitter Web Client,4,N2,7
womensweb,4,3,4,4,4,False,5,0,6,Twitter Web Client,6,N2,7
DJSiri,4,4,4,4,4,False,1,4,3,Twitter for iPad,4,N2,7
nesoron,4,4,4,4,3,False,7,1,5,Twitter for iPhone,4,N2,7
msirsiwal,4,2,4,4,4,False,6,0,5,IFTTT,4,N2,7
ChiragG14,4,2,4,4,4,False,5,1,4,Twitter for Android,5,N2,7
SwapnilBawane,4,4,4,4,4,False,3,4,3,Twitter for Android,6,N2,7
pragya_bhushan,4,3,4,4,4,False,9,3,6,Twitter for Android,4,N2,7
rajkshroff,4,4,4,4,4,False,9,2,0,Twitter for Android,3,N2,7
vajapeyam,4,1,4,4,4,False,0,0,4,Twitter Web Client,4,N2,7
NitinKapoor2020,4,4,4,4,4,False,7,3,0,Mobile Web (M5),5,N2,7
westernlvr,4,4,4,4,4,False,4,2,5,Twitter for iPhone,5,N2,7
bamitav,4,3,4,4,4,False,6,0,6,Twitter Web Client,5,N2,7
DrGarekar,4,4,4,4,4,False,3,1,6,Mobile Web (M5),6,N2,7
gldbug,4,0,4,4,4,False,5,0,5,Twitter Web Client,4,N2,7
quick13,4,4,4,4,4,False,2,3,4,TweetDeck,4,N2,7
ghunjain,4,4,4,4,4,False,4,1,3,Twitter for Android,7,N2,7
lillyvgp,4,4,4,4,4,False,7,4,5,Twitter for iPhone,5,N2,7
Sudhks,4,3,4,4,4,False,9,3,0,Twitter Web Client,4,N2,7
LADHAI,4,4,4,4,4,False,5,1,4,Twitter for Android,8,N2,7
Stupidosaur,4,2,4,4,4,False,3,0,5,Twitter Web Client,4,N2,7
shriparv,4,4,4,4,4,False,0,1,0,tweetinfinity,5,N2,7
LillyMaryPinto,4,4,4,4,4,False,7,2,3,Twitter for Android,4,N2,7
being_delhite,4,3,4,4,4,False,6,0,4,Twitter Web Client,4,N2,7
PathanAsmakhan,4,4,4,4,4,False,8,1,6,Twitter for iPhone,6,N2,7
rajivtrip,4,4,4,4,4,False,0,0,4,Facebook,5,N2,7
msrbpl,4,4,4,4,4,False,8,3,6,IFTTT,4,N2,7
DrUmeshPrabhu,4,4,4,4,4,False,2,0,4,Twitter for Android,7,N2,7
DjShivaManuja,4,4,4,4,4,False,4,1,0,Twitter for iPhone,6,N2,7
Alanlsg,4,4,4,4,4,False,2,2,5,Twitter Web Client,5,N2,7
ScrewedbyState,4,4,4,4,4,False,5,1,6,TweetDeck,5,N2,7
rameshsethu,4,4,4,4,4,False,7,4,5,Twitter for Android,4,N2,7
DigiHunk,4,4,4,4,4,False,4,1,0,tweethunk,5,N2,7
PatrioticVirtue,4,4,4,4,4,False,3,3,3,Twitter for Android,4,N2,7
SoonerGirl000,4,4,4,4,4,False,3,4,4,Twitter Web Client,4,N2,7
7wData,4,4,4,4,4,False,6,1,5,Twitter Web Client,6,N2,7
777Francejacque,4,4,4,4,4,False,1,3,4,Twitter for iPhone,4,N2,7
scotchism,4,4,4,4,4,False,8,2,6,Twitter Web Client,5,N2,7
Col_Connaughton,4,4,4,4,4,False,2,0,0,Colin's Autotweeterpro5.3,4,N2,7
JKarfa,4,4,4,4,4,False,6,1,4,Twitter for Android,7,N2,7
gogab4jean,4,4,4,4,4,False,3,0,5,Twitter Web Client,6,N2,7
digitalperiod,4,4,4,4,4,False,7,1,0,TweetAppie,5,N2,7
b1e56df9ce6549f,4,4,4,4,4,False,2,4,3,Twitter for Android,4,N2,7
upma23,4,4,4,4,4,False,7,1,6,Twitter for iPhone,5,N2,7
Tkarera,4,4,4,4,4,False,4,0,4,Twitter for iPad,4,N2,7
DipendraDipzo,4,4,4,4,4,False,8,3,3,Twitter Web Client,5,N2,7
hidden_keys,4,4,4,4,4,False,6,1,5,Twitter for Android,6,N2,7
osbornecsue,4,4,4,4,4,False,1,1,5,Mobile Web (M5),4,N2,7
MahiHerambha,4,4,4,4,4,False,8,3,6,Twitter Web Client,5,N2,7
jebren_,4,4,4,4,4,False,2,3,0,Twitter for iPhone,4,N2,7
krmayank13,4,4,4,4,4,False,6,1,4,Twitter for Android,6,N2,7
kamaaaa6,4,4,4,4,4,False,7,2,4,Twitter Web Client,5,N2,7
bilal_motorwala,4,4,4,4,4,False,3,1,5,Put your button on any page! ,4,N2,7
nayanchandra,4,4,4,4,4,False,2,3,0,Twitter for iPhone,4,N2,7
shinils,4,4,4,4,4,False,7,0,6,Twitter Web Client,5,N2,7
sonaliranade,4,4,4,4,4,False,0,1,6,Twitter for Mac,4,N2,7
bimal_pr,4,4,4,4,4,False,4,3,3,Twitter Web Client,4,N2,7
kauserseema,4,4,4,4,4,False,4,1,5,Twitter for Android,6,N2,7
periyakulam,4,4,4,4,4,False,3,1,6,Twitter for iPad,5,N2,7
sri9011,4,4,4,4,4,False,2,2,5,Twitter Web Client,5,N2,7
Modhgil,4,4,4,4,4,False,3,3,4,Twitter for Android,4,N2,7
coool_kashish,4,4,4,4,4,False,6,1,6,Twitter for Android,6,N2,7
WorldJat,4,4,4,4,4,False,7,1,4,Twitter for iPhone,5,N2,7
DasBolshevik,4,4,4,4,4,False,6,1,5,Twitter for BlackBerry,4,N2,7
Richasharma0971,4,4,4,4,4,False,2,2,5,Twitter Web Client,4,N2,7
dilipjain1979,4,4,4,4,4,False,8,3,5,Twitter Web Client,5,N2,7
Arun2981,4,4,4,4,4,False,4,1,0,Twitter for iPhone,4,N2,7
rishibagree,4,4,4,4,4,False,8,3,6,Twitter Web Client,4,N2,7
littletanmoy,4,4,4,4,4,False,4,1,5,Twitter for Android,6,N2,7
RamraoKP_,4,4,4,4,4,False,6,1,6,Mobile Web (M5),4,N2,7
DharmendraBihar,4,4,4,4,4,False,3,3,4,Twitter Web Client,4,N2,7
ChampDev_,4,4,4,4,4,False,2,1,5,Twitter for Android,6,N2,7
alamgirizvi,4,4,4,4,4,False,8,1,6,Twitter for iPhone,5,N2,7
Cramdaline,4,4,4,4,4,False,3,3,4,Twitter Web Client,4,N2,7
niku1630,4,4,4,4,4,False,7,1,5,Twitter for iPhone,5,N2,7
ShriBhivaskar,4,4,4,4,4,False,4,1,4,Twitter Web Client,6,N2,7
SonaChele1,4,4,4,4,4,False,0,1,6,Twitter for Android,4,N2,7
JugalKhetan,4,4,4,4,4,False,8,1,5,Twitter Web Client,5,N2,7
GitaSKapoor,4,4,4,4,4,False,2,1,6,Twitter for Android,4,N2,7
babu_gudia,4,4,4,4,4,False,4,1,4,Twitter for iPhone,4,N2,7
kvQuote,4,4,4,4,4,False,7,1,6,Twitter Web Client,5,N2,7
johnrarulraj,4,4,4,4,4,False,3,1,4,Twitter for Android,4,N2,7
ChrisCr711,4,4,4,4,4,False,2,1,5,Twitter Web Client,4,N2,7
lalitadvani,4,4,4,4,4,False,8,1,5,Twitter Web Client,5,N2,7
martinhume,4,4,4,4,4,False,1,1,6,Twitter Web Client,4,N2,7
vinaydokania,4,4,4,4,4,False,8,1,5,Twitter Web Client,4,N2,7
eparitosh,4,4,4,4,4,False,8,1,5,Twitter Web Client,4,N2,7
KishoreKar,4,4,3,3,4,True,9,4,5,Twitter for Android,4,N2,7
ITMassLiteracy,4,2,3,1,3,True,9,2,5,Google,5,N3,8
MSGFansClub,4,3,1,3,0,False,9,4,6,Twitter for BlackBerry,7,N2,7
BJP4JnK,4,1,3,3,1,True,7,4,5,TweetDeck,5,N3,8
UIDAI,4,1,3,2,0,True,0,0,0,Germin8 App,5,N3,8
BjpForBihar,4,0,0,1,3,False,0,0,6,Trendveer,3,N7,1
IamRohitVadgama,4,2,1,1,0,False,3,1,6,Mobile Web (M2),7,N0,3
ITwingDSS,4,2,3,2,0,False,8,4,6,Twitter for Android,7,N2,7
rajumahalingam,4,1,2,0,1,False,3,3,6,Twitter for iPhone,6,N7,1
ZeeMohamed_,4,4,3,3,3,True,7,4,5,Twitter Web Client,5,N3,8
RaisinaSeries,4,0,4,4,2,True,8,3,0,Twitter for iPhone,4,N2,7
KotakBankLtd,4,2,4,4,4,True,0,0,3,OneDirect Suite,6,N2,7
ShekharGupta,4,4,4,2,4,True,5,1,6,Twitter for iPad,4,N3,8
elasan89,4,3,1,3,2,False,3,2,6,Twitter for Android,4,N2,7
PeninsulaQatar,4,1,4,4,1,True,2,0,4,Twitter Web Client,3,N2,7
ironSource,4,3,4,2,4,True,4,0,5,Oktopost,5,N2,7
free_thinker,4,1,3,2,3,False,1,1,6,TweetDeck,2,N2,7
rssorg_,4,0,1,1,3,False,0,0,6,TweetRandom Series,4,N2,7
The0mnipresent,4,2,2,3,2,False,5,1,6,Mobile Web (M2),5,N3,8
ChitraSarwara,4,1,1,0,0,False,5,3,6,Twitter for Android,5,N7,1
Shanktan,4,2,3,3,3,True,3,3,6,Statusbrew,7,N3,8
prasanto,4,4,4,4,4,True,9,4,5,Twitter for Android,4,N2,7
SBICard_Connect,4,2,4,4,4,True,0,0,0,Oracle Engage,6,N2,7
SadhguruJV,4,0,4,2,0,True,4,4,6,Hootsuite,6,N3,8
chetanbragta,4,3,3,3,2,False,7,2,6,Twitter for iPhone,5,N2,7
TheDeccanHerald,4,1,4,4,1,True,6,0,5,Twitter Web Client,4,N2,7
Sultankasher,4,3,2,2,4,False,3,1,6,Twitter for iPhone,7,N2,7
GoI_MeitY,4,1,4,2,3,True,9,1,0,Twitter Web Client,5,N3,8
anandverite,4,0,4,1,0,False,1,0,6,Facebook,4,N2,7
NH_India,4,0,3,1,1,False,4,1,6,TweetDeck,5,N2,7
BJP4Andhra,4,2,2,2,2,True,8,2,6,Twitter for Android,5,N3,8
rahulchhawwa,4,1,1,0,4,False,3,1,6,Twitter Web Client,6,N2,7
AamAadmiParty,4,2,4,4,3,True,5,3,0,Twitter for Android,5,N2,7
TheCitizen_in,4,3,4,3,1,True,7,0,5,Twitter Web Client,4,N3,8
fatima_zoya26,4,2,3,4,2,False,1,2,6,Twitter for iPhone,6,N2,7
Jangid,4,3,3,3,3,False,0,4,6,Twitter for iPhone,5,N2,7
NewsWorldIN,4,2,4,4,2,True,6,0,5,Twitter Web Client,4,N2,7
sudarsansand,4,4,4,2,2,True,2,2,6,Twitter for iPhone,7,N3,8
imabhishek268,4,1,1,3,4,False,3,0,6,Twitter for BlackBerry,5,N2,7
IndiaTodayTech,4,0,4,2,0,True,0,1,6,Hootsuite,4,N3,8
RuPay_npci,4,1,2,1,1,False,6,1,6,Twitter Web Client,5,N3,8
ANITARATHI,4,4,2,2,3,False,4,1,6,Twitter for Android,4,N2,7
_taarangana,4,2,1,1,4,False,4,1,6,Twitter for Android,6,N2,7
mygovindia,4,1,4,2,1,True,8,3,6,TweetDeck,6,N3,8
MagicbricksNow,4,0,4,3,1,True,4,0,5,Twitter Web Client,5,N3,8
NewsNationTV,4,2,4,4,3,True,3,0,5,TweetDeck,4,N2,7
vidyarthee,4,3,3,1,4,False,7,3,6,Twitter for iPhone,5,N2,7
kuljeetschahal,4,3,2,1,2,True,5,4,6,Twitter for iPhone,5,N3,8
PrakashJavdekar,4,2,4,2,2,True,7,2,6,Twitter for iPhone,7,N3,8
ShopClues,4,3,4,3,2,False,3,0,6,OneDirect Suite,7,N2,7
TOIIndiaNews,4,0,4,4,0,True,0,1,6,cmssocialservice,4,N3,8
sabrangindia,4,0,3,2,2,False,0,1,6,Twitter Web Client,3,N2,7
ankupande,4,1,2,2,3,False,6,4,6,Twitter for iPhone,5,N3,8
KarnikaKohli,4,3,3,3,4,True,1,1,6,TweetDeck,4,N3,8
ibtimes_india,4,1,4,4,1,True,4,0,5,Twitter Web Client,5,N2,7
sanjaynirupam,4,2,4,3,3,False,8,3,6,Twitter for iPad,4,N2,7
vccircle,4,2,4,4,2,True,3,0,5,Hootsuite,5,N2,7
BNVijaykumar,4,2,3,1,3,False,6,1,6,Twitter for iPhone,6,N2,7
PratyushKanth,4,2,1,1,1,True,4,4,6,Twitter for iPhone,5,N3,8
Tracxn,4,3,4,2,4,True,5,0,5,Twitter Web Client,5,N2,7
jitubhaiyajgd,4,3,3,2,2,False,3,4,6,Twitter for Android,6,N2,7
abhisar_sharma,4,4,4,3,2,True,0,2,6,Twitter for Android,4,N3,8
TruthOfGujarat,4,0,4,2,0,False,0,1,6,Buffer,4,N2,7
TheModiEra,4,1,2,2,3,False,7,0,6,Twitter Web Client,5,N3,8
KapoorMaahi,4,3,2,3,1,False,1,3,6,Twitter for iPhone,4,N2,7
ETNOWlive,4,0,4,4,2,True,4,0,5,Twitter Web Client,4,N2,7
nytimesworld,4,3,4,4,3,True,3,1,6,SocialFlow,3,N3,8
24x7Politics,4,2,4,3,4,False,6,0,6,IFTTT,7,N2,7
aniljaindr,4,1,3,1,2,True,9,3,6,Twitter for iPhone,5,N3,8
PRupala,4,2,3,1,2,True,4,1,6,Twitter for iPhone,6,N3,8
ranjeetshah0786,4,2,2,1,4,False,3,0,6,Google,5,N2,7
akshaykumar,4,1,4,2,0,True,5,4,6,Twitter for iPhone,7,N3,8
siddarthpaim,4,4,4,4,4,True,9,2,6,Twitter for Android,5,N2,7
TeestaSetalvad,4,0,4,2,1,False,0,1,6,Twitter Web Client,3,N2,7
TheReel_in,4,0,3,2,0,False,0,0,6,Buffer,5,N3,8
erikbryn,4,4,4,3,3,False,6,3,6,TweetDeck,5,N2,7
IndiaToday,4,3,4,4,2,True,7,0,6,Hootsuite,4,N3,8
sampad,4,3,4,4,3,True,1,1,6,TweetDeck,6,N3,8
oldkrish,4,2,2,3,3,False,0,0,6,Twitter for iPhone,4,N2,7
Dattatreya,4,1,3,1,1,True,5,1,6,Twitter Web Client,5,N3,8
HPSustainable,4,2,4,1,2,True,4,1,6,Sprinklr,6,N3,8
rupa_jha,4,2,3,1,3,False,3,2,6,Twitter for iPhone,4,N2,7
TarunRathi9898,4,3,2,2,4,False,5,3,6,Twitter for iPhone,5,N2,7
narendramodi,4,0,4,3,4,True,8,4,6,Twitter Web Client,6,N3,8
drramansingh,4,1,4,2,1,True,3,1,6,Twitter for Android,6,N3,8
ndtvvideos,4,0,4,4,0,False,0,0,6,NDTV Videos,4,N2,7
NamoApp,4,2,3,2,2,False,0,4,6,TweetDeck,5,N3,8
PreetiSMenon,4,4,4,3,2,True,7,3,6,Twitter for Android,4,N3,8
NewIndianXpress,4,0,4,4,3,True,4,0,6,Buffer,3,N3,8
drkiritpsolanki,4,3,3,2,3,False,6,1,6,Facebook,5,N2,7
WeUttarPradesh,4,1,3,3,0,True,2,0,6,Twitter Web Client,5,N3,8
DS_Khimsar,4,2,1,1,2,False,9,0,6,Twitter for iPhone,5,N0,3
globalfindex,4,2,4,1,3,False,7,1,6,Hootsuite,6,N2,7
PKBansall,4,3,2,2,4,False,5,1,6,Twitter for iPhone,5,N2,7
MobiKwik,4,3,4,3,4,True,3,2,6,Twitter Web Client,6,N3,8
rssurjewala,4,0,4,1,1,True,5,3,6,Twitter for iPhone,4,N3,8
mid_day,4,1,4,4,0,True,4,0,6,Hootsuite,4,N3,8
mansukhmandviya,4,2,3,2,2,True,8,4,6,Twitter for iPhone,5,N3,8
IndiaSpeaksPR,4,3,4,1,4,False,3,4,6,Mobile Web (M5),4,N2,7
acorn,4,4,4,4,3,True,0,1,6,Twitter for Mac,4,N2,7
JKviews,4,2,3,2,3,False,5,1,6,Twitter Web Client,3,N2,7
thesuniljain,4,0,4,3,2,True,2,2,6,Twitter for Android,5,N3,8
NPCI_IMPS,4,1,2,1,1,False,3,0,6,Twitter Web Client,5,N3,8
ShutapaPaul,4,2,3,2,3,False,4,0,6,Twitter for iPhone,7,N2,7
neelkanthmishra,4,1,3,1,2,False,6,1,6,Twitter for Android,5,N2,7
NCRCorporation,4,3,4,3,4,True,4,0,6,Spredfast app,6,N3,8
rsprasad,4,3,4,2,3,True,9,3,6,Hootsuite,6,N3,8
ndtv,4,0,4,4,0,True,5,1,6,TweetDeck,4,N3,8
kajal_jaihind,4,2,2,2,1,False,9,1,6,Twitter for iPhone,5,N3,8
timmaughan,4,4,4,4,4,True,0,4,6,Twitter for iPhone,4,N2,7
KirenRijiju,4,3,4,1,2,True,1,4,6,Twitter for Android,6,N3,8
arunjei,4,2,3,2,3,False,2,1,6,Twitter for iPhone,3,N2,7
SalmanNizami_,4,4,4,3,4,True,8,2,6,Twitter Web Client,5,N3,8
mudichavikki,4,1,2,3,3,False,4,0,6,Twitter Web Client,5,N3,8
news24tvchannel,4,1,4,4,2,False,0,0,6,hindi.news24online.com,4,N2,7
LabourMinistry,4,0,3,1,1,True,3,1,6,Twitter Web Client,5,N3,8
niyambhushan,4,2,4,3,4,False,7,0,6,Buffer,6,N2,7
Cricprabhu,4,3,3,4,4,True,3,0,6,Twitter for Android,6,N2,7
laluprasadrjd,4,2,4,1,0,True,5,3,6,Twitter for Android,4,N3,8
ETHindi,4,0,4,2,0,False,6,1,6,TweetDeck,5,N2,7
Abhishek_Mshra,4,0,3,4,3,True,9,1,6,Twitter for iPhone,4,N3,8
SirPareshRawal,4,1,4,1,2,True,2,3,6,Twitter for iPhone,6,N3,8
Omkar_Raii,4,4,4,2,3,False,7,2,6,Twitter for iPhone,6,N2,7
RanaAyyub,4,3,4,3,1,True,0,4,6,TweetDeck,5,N3,8
astitvam,4,3,3,3,2,False,3,1,6,Facebook,5,N2,7
DrGurdeepParhar,4,2,4,2,3,False,1,0,6,drumup.io,5,N2,7
NalakaG,4,4,4,3,2,True,5,4,6,Twitter Web Client,4,N3,8
CaribCookSchool,4,3,4,3,4,False,2,0,6,Twitter Web Client,7,N2,7
HuffPostIndia,4,1,4,4,1,True,8,0,6,SocialFlow,5,N3,8
manojsinhabjp,4,2,4,2,1,True,3,3,6,Twitter for Android,4,N3,8
mpvadodara,4,3,3,2,0,True,0,1,6,Twitter for Android,5,N3,8
Outlookindia,4,0,4,4,0,True,4,1,6,Twitter Web Client,4,N3,8
arunjaitley,4,0,4,1,2,True,1,3,6,Twitter for iPhone,6,N3,8
TVMohandasPai,4,1,4,4,2,False,5,2,6,Twitter for iPhone,6,N2,7
waghindia,4,3,3,3,3,False,5,1,6,Twitter for iPhone,5,N2,7
SAPIndustries,4,2,4,3,4,False,3,0,6,Sprinklr,6,N2,7
iSupportNamo,4,2,4,4,3,False,4,4,6,TweetDeck,5,N2,7
SanjayBragta,4,1,3,2,2,True,7,1,6,Twitter for iPhone,4,N3,8
patricklamont1,4,3,4,1,4,False,6,0,6,Buffer,5,N2,7
Datoism,4,4,4,3,4,False,1,4,6,Twitter Web Client,5,N2,7
iFaridoon,4,3,4,4,3,True,2,0,6,Twitter for Android,8,N3,8
arunpudur,4,2,4,2,1,True,7,4,6,Twitter for Android,5,N3,8
ANI_news,4,0,4,4,0,True,8,1,6,Twitter Web Client,4,N3,8
ahmedpatel,4,0,4,1,0,True,0,3,6,Twitter for iPhone,4,N3,8
rameshsrivats,4,0,4,3,2,True,6,3,6,Twitter Web Client,6,N3,8
stpiindia,4,4,4,2,1,False,9,2,6,Twitter for iPhone,5,N2,7
BloreConnect,4,1,4,3,1,False,5,0,6,TweetDeck,4,N2,7
jayantsinha,4,2,4,2,2,True,3,1,6,Hootsuite,6,N3,8
Junaid_Mattu,4,2,3,2,2,True,0,0,6,Twitter for iPhone,5,N3,8
Neerajemotions,4,3,4,1,4,False,4,1,6,Twitter for iPhone,6,N2,7
jairajp,4,1,4,4,3,False,2,1,6,Buffer,4,N2,7
ConversationUK,4,3,4,4,4,True,1,0,6,Echobox Social,5,N3,8
dr_maheshsharma,4,3,4,2,3,True,9,4,6,Twitter for Android,6,N3,8
BJP4India,4,0,4,4,0,True,6,2,6,Twitter Web Client,5,N3,8
SitaramYechury,4,1,4,1,0,True,5,3,6,Twitter for iPhone,4,N3,8
PMOIndia,4,0,4,3,3,True,3,3,6,Twitter Web Client,6,N3,8
DDKisanChannel,4,3,4,3,1,False,8,0,6,Facebook,5,N2,7
ttindia,4,1,4,3,2,False,6,1,6,TweetDeck,4,N2,7
upadhyaysbjp,4,4,4,2,3,True,5,4,6,Twitter for Android,4,N3,8
Jasanidisha,4,4,4,4,2,False,0,0,6,Twitter for Windows,5,N2,7
story_mirror,4,2,4,2,4,False,5,0,6,Twitter for iPhone,6,N2,7
WithCongress,4,2,4,4,2,False,7,1,6,TweetDeck,4,N2,7
ICFJ,4,2,4,3,4,True,2,0,6,Buffer,6,N3,8
PonnaarrBJP,4,3,4,2,3,True,2,1,6,Twitter for iPad,5,N3,8
AgriGoI,4,1,4,1,2,True,6,2,6,Twitter for Android,5,N3,8
DrGPradhan,4,3,4,4,0,False,0,3,6,Twitter Web Client,4,N2,7
amitabhk87,4,3,4,3,3,True,4,2,6,Twitter for iPhone,6,N3,8
NewsX,4,0,4,4,1,True,3,0,6,Twitter Web Client,5,N3,8
drajaykumar_ias,4,1,4,1,1,False,6,1,6,Twitter Web Client,6,N2,7
BJP4Maharashtra,4,0,4,3,2,True,9,4,6,TweetDeck,5,N3,8
amritabhinder,4,4,4,4,4,True,5,3,6,Twitter for iPhone,4,N2,7
McKinseySociety,4,0,4,2,3,False,2,0,6,Hootsuite,5,N2,7
varundatta2u,4,3,4,3,4,False,8,1,6,Twitter for Android,4,N2,7
sffed,4,2,4,2,4,True,3,0,6,Buffer,6,N3,8
PMOIndia_RC,4,1,4,3,1,False,5,1,6,Facebook,5,N2,7
vivekagnihotri,4,4,4,4,2,True,1,2,6,Twitter for iPhone,5,N3,8
INCIndia,4,2,4,4,4,True,7,3,6,TweetDeck,4,N2,7
bjpsamvad,4,1,4,3,2,True,4,4,6,Twitter for Android,4,N3,8
MinOfPower,4,0,4,1,0,True,0,1,6,Twitter Web Client,5,N3,8
Maren_Lesche,4,3,4,2,4,False,4,0,6,Twitter for iPhone,6,N2,7
AashishKhetan,4,1,4,3,3,True,6,4,6,Twitter Web Client,5,N3,8
TRUNEWS,4,3,4,4,2,False,4,3,6,Twitter Web Client,4,N2,7
ETSmallBiz,4,0,4,2,0,False,6,0,6,TweetDeck,5,N2,7
startupeddy,4,3,4,1,4,False,5,1,6,Twitter Web Client,6,N2,7
ficci_india,4,2,4,3,3,False,3,0,6,Twitter for iPhone,6,N2,7
rabhishek1982,4,2,4,2,1,True,5,3,6,Twitter for Android,5,N3,8
bainjal,4,4,4,4,2,True,7,2,6,Twitter for iPhone,5,N3,8
DavidPapp,4,1,4,4,4,True,0,1,6,Buffer,4,N2,7
RajivMakhni,4,1,4,3,3,True,1,1,6,Twitter for Android,6,N3,8
ETtech,4,0,4,3,0,False,0,0,6,Hootsuite,5,N2,7
TweetNitinS,4,3,4,3,4,True,7,2,6,Twitter for iPhone,4,N3,8
EconomicTimes,4,1,4,4,0,True,4,0,6,TweetDeck,4,N3,8
01Karn,4,4,4,4,2,False,8,3,6,Twitter for iPhone,5,N2,7
KailashOnline,4,2,4,2,2,True,6,1,6,Twitter Web Client,5,N3,8
hemantmorparia,4,2,4,2,4,False,5,1,6,Twitter Web Client,4,N2,7
Jansatta,4,0,4,4,1,False,0,0,6,Hootsuite,5,N2,7
KalrajMishra,4,3,4,3,3,True,8,3,6,Twitter for Android,5,N3,8
irocksid,4,3,4,2,4,True,4,0,6,Twitter for iPhone,6,N3,8
Narendramodi_G,4,2,4,4,3,False,6,0,6,TweetDeck,4,N2,7
sureshpprabhu,4,1,4,3,1,True,5,1,6,Twitter for iPhone,6,N3,8
newsflickshindi,4,0,4,3,0,False,5,1,6,Hootsuite,5,N2,7
conradhackett,4,3,4,3,3,True,2,2,6,Twitter Web Client,5,N3,8
FinancialXpress,4,1,4,4,0,True,7,0,6,Twitter Web Client,4,N3,8
AnkitLal,4,4,4,4,4,True,0,2,6,Twitter for Android,5,N2,7
TOIStartups,4,1,4,1,2,True,6,0,6,Twitter for iPhone,4,N3,8
ET_Wealth,4,1,4,3,0,False,3,1,6,TweetDeck,5,N2,7
shareenpathak,4,2,4,2,4,False,1,0,6,Twitter for iPhone,5,N2,7
